cohort,role,concept,variable,label
MHAS,core,death,h4chdeathe,h4chdeathe: w4 R+S Ever experienced death of own child
MHAS,core,death,h4dchild,h4dchild: w4 Number of deceased children R/P
MHAS,core,death,h5chdeathe,h5chdeathe: w5 R+S Ever experienced death of own child
MHAS,core,death,h5dchild,h5dchild: w5 Number of deceased children R/P
MHAS,core,death,h6chdeathe,h6chdeathe: w6 R+S Ever experienced death of own child
MHAS,core,death,h6dchild,h6dchild: w6 Number of deceased children R/P
MHAS,core,death,r1dadage,r1dadage: w1 R Father's age - current/at death
MHAS,core,death,r1decsib,r1decsib: w1 R Number of deceased siblings
MHAS,core,death,r1momage,r1momage: w1 R Mother's age - current/at death
MHAS,core,death,r2dadage,r2dadage: w2 R Father's age - current/at death
MHAS,core,death,r2decsib,r2decsib: w2 R Number of deceased siblings
MHAS,core,death,r2momage,r2momage: w2 R Mother's age - current/at death
MHAS,core,death,r3dadage,r3dadage: w3 R Father's age - current/at death
MHAS,core,death,r3decsib,r3decsib: w3 R Number of deceased siblings
MHAS,core,death,r3momage,r3momage: w3 R Mother's age - current/at death
MHAS,core,death,r4dadage,r4dadage: w4 R Father's age - current/at death
MHAS,core,death,r4decsib,r4decsib: w4 R Number of deceased siblings
MHAS,core,death,r4momage,r4momage: w4 R Mother's age - current/at death
MHAS,core,death,r5dadage,r5dadage: w5 R Father's age - current/at death
MHAS,core,death,r5decsib,r5decsib: w5 R Number of deceased siblings
MHAS,core,death,r5momage,r5momage: w5 R Mother's age - current/at death
MHAS,core,death,r6ccdied,r6ccdied: w6 R Child died from COVID-19
MHAS,core,death,r6dadage,r6dadage: w6 R Father's age - current/at death
MHAS,core,death,r6decsib,r6decsib: w6 R Number of deceased siblings
MHAS,core,death,r6momage,r6momage: w6 R Mother's age - current/at death
MHAS,core,death,radmonth,radmonth: R Death Month
MHAS,core,death,radyear,radyear: R Death Year
MHAS,core,death,s1dadage,s1dadage: w1 S Father's age - current/at death
MHAS,core,death,s1decsib,s1decsib: w1 S Number of deceased siblings
MHAS,core,death,s1dmonth,s1dmonth: w1 S Death Month
MHAS,core,death,s1dyear,s1dyear: w1 S Death Year
MHAS,core,death,s1momage,s1momage: w1 S Mother's age - current/at death
MHAS,core,death,s2dadage,s2dadage: w2 S Father's age - current/at death
MHAS,core,death,s2decsib,s2decsib: w2 S Number of deceased siblings
MHAS,core,death,s2dmonth,s2dmonth: w2 S Death Month
MHAS,core,death,s2dyear,s2dyear: w2 S Death Year
MHAS,core,death,s2momage,s2momage: w2 S Mother's age - current/at death
MHAS,core,death,s3dadage,s3dadage: w3 S Father's age - current/at death
MHAS,core,death,s3decsib,s3decsib: w3 S Number of deceased siblings
MHAS,core,death,s3dmonth,s3dmonth: w3 S Death Month
MHAS,core,death,s3dyear,s3dyear: w3 S Death Year
MHAS,core,death,s3momage,s3momage: w3 S Mother's age - current/at death
MHAS,core,death,s4dadage,s4dadage: w4 S Father's age - current/at death
MHAS,core,death,s4decsib,s4decsib: w4 S Number of deceased siblings
MHAS,core,death,s4dmonth,s4dmonth: w4 S Death Month
MHAS,core,death,s4dyear,s4dyear: w4 S Death Year
MHAS,core,death,s4momage,s4momage: w4 S Mother's age - current/at death
MHAS,core,death,s5dadage,s5dadage: w5 S Father's age - current/at death
MHAS,core,death,s5decsib,s5decsib: w5 S Number of deceased siblings
MHAS,core,death,s5dmonth,s5dmonth: w5 S Death Month
MHAS,core,death,s5dyear,s5dyear: w5 S Death Year
MHAS,core,death,s5momage,s5momage: w5 S Mother's age - current/at death
MHAS,core,death,s6ccdied,s6ccdied: w6 S Child died from COVID-19
MHAS,core,death,s6dadage,s6dadage: w6 S Father's age - current/at death
MHAS,core,death,s6decsib,s6decsib: w6 S Number of deceased siblings
MHAS,core,death,s6dmonth,s6dmonth: w6 S Death Month
MHAS,core,death,s6dyear,s6dyear: w6 S Death Year
MHAS,core,death,s6momage,s6momage: w6 S Mother's age - current/at death
MHAS,core,education,raeducl,raeducl: R Harmonized Education
MHAS,core,education,raedyrs,raedyrs: R Years of Education
MHAS,core,education,s1edyrs,s1edyrs: w1 S Years of Education
MHAS,core,education,s2edyrs,s2edyrs: w2 S Years of Education
MHAS,core,education,s3edyrs,s3edyrs: w3 S Years of Education
MHAS,core,education,s4edyrs,s4edyrs: w4 S Years of Education
MHAS,core,education,s5edyrs,s5edyrs: w5 S Years of Education
MHAS,core,education,s6edyrs,s6edyrs: w6 S Years of Education
MHAS,core,household_size,h1hhres,h1hhres: w1 Number of people in HH
MHAS,core,household_size,h2hhres,h2hhres: w3 Number of people in HH
MHAS,core,household_size,h3hhres,h3hhres: w3 Number of people in HH
MHAS,core,household_size,h4hhres,h4hhres: w4 Number of people in HH
MHAS,core,household_size,h5hhres,h5hhres: w5 Number of people in HH
MHAS,core,household_size,h6hhres,h6hhres: w6 Number of people in HH
MHAS,core,household_wealth,h1atotb,h1atotb:w1 total all assets inc. 2nd hm
MHAS,core,household_wealth,h2atotb,h2atotb:w2 total all assets inc. 2nd hm
MHAS,core,household_wealth,h3atotb,h3atotb:w3 total all assets inc. 2nd hm
MHAS,core,household_wealth,h4atotb,h4atotb:w4 total all assets inc. 2nd hm
MHAS,core,household_wealth,h5atotb,h5atotb:w5 total all assets inc. 2nd hm
MHAS,core,household_wealth,h6atotb,h6atotb:w6 total all assets inc. 2nd hm
MHAS,core,iadl_count,r1iadlfoura,r1iadlfoura: w1 R Any difficulty IADLs 0-4
MHAS,core,iadl_count,r2iadlfoura,r2iadlfoura: w2 R Any difficulty IADLs 0-4
MHAS,core,iadl_count,r3iadlfoura,r3iadlfoura: w3 R Any difficulty IADLs 0-4
MHAS,core,iadl_count,r4iadlfoura,r4iadlfoura: w4 R Any difficulty IADLs 0-4
MHAS,core,iadl_count,r5iadlfoura,r5iadlfoura: w5 R Any difficulty IADLs 0-4
MHAS,core,iadl_count,r6iadlfoura,r6iadlfoura: w6 R Any difficulty IADLs 0-4
MHAS,core,iadl_item,r1meals,r1meals: w1 R Difficulty-Preparing hot meals
MHAS,core,iadl_item,r1mealsa,r1mealsa: w1 R Some difficulty-Preparing hot meals
MHAS,core,iadl_item,r1meds,r1meds: w1 R Difficulty-Taking medications
MHAS,core,iadl_item,r1medsa,r1medsa: w1 R Some difficulty-Taking medications
MHAS,core,iadl_item,r1money,r1money: w1 R Difficulty-Managing money
MHAS,core,iadl_item,r1moneya,r1moneya: w1 R Some difficulty-Managing money
MHAS,core,iadl_item,r1shop,r1shop: w1 R Difficulty-Shopping for groceries
MHAS,core,iadl_item,r1shopa,r1shopa: w1 R Some difficulty-Shopping for groceries
MHAS,core,iadl_item,r2meals,r2meals: w2 R Difficulty-Preparing hot meals
MHAS,core,iadl_item,r2mealsa,r2mealsa: w2 R Some difficulty-Preparing hot meals
MHAS,core,iadl_item,r2meds,r2meds: w2 R Difficulty-Taking medications
MHAS,core,iadl_item,r2medsa,r2medsa: w2 R Some difficulty-Taking medications
MHAS,core,iadl_item,r2money,r2money: w2 R Difficulty-Managing money
MHAS,core,iadl_item,r2moneya,r2moneya: w2 R Some difficulty-Managing money
MHAS,core,iadl_item,r2shop,r2shop: w2 R Difficulty-Shopping for groceries
MHAS,core,iadl_item,r2shopa,r2shopa: w2 R Some difficulty-Shopping for groceries
MHAS,core,iadl_item,r3meals,r3meals: w3 R Difficulty-Preparing hot meals
MHAS,core,iadl_item,r3mealsa,r3mealsa: w3 R Some difficulty-Preparing hot meals
MHAS,core,iadl_item,r3meds,r3meds: w3 R Difficulty-Taking medications
MHAS,core,iadl_item,r3medsa,r3medsa: w3 R Some difficulty-Taking medications
MHAS,core,iadl_item,r3money,r3money: w3 R Difficulty-Managing money
MHAS,core,iadl_item,r3moneya,r3moneya: w3 R Some difficulty-Managing money
MHAS,core,iadl_item,r3shop,r3shop: w3 R Difficulty-Shopping for groceries
MHAS,core,iadl_item,r3shopa,r3shopa: w3 R Some difficulty-Shopping for groceries
MHAS,core,iadl_item,r4meals,r4meals: w4 R Difficulty-Preparing hot meals
MHAS,core,iadl_item,r4mealsa,r4mealsa: w4 R Some difficulty-Preparing hot meals
MHAS,core,iadl_item,r4meds,r4meds: w4 R Difficulty-Taking medications
MHAS,core,iadl_item,r4medsa,r4medsa: w4 R Some difficulty-Taking medications
MHAS,core,iadl_item,r4money,r4money: w4 R Difficulty-Managing money
MHAS,core,iadl_item,r4moneya,r4moneya: w4 R Some difficulty-Managing money
MHAS,core,iadl_item,r4shop,r4shop: w4 R Difficulty-Shopping for groceries
MHAS,core,iadl_item,r4shopa,r4shopa: w4 R Some difficulty-Shopping for groceries
MHAS,core,iadl_item,r5meals,r5meals: w5 R Difficulty-Preparing hot meals
MHAS,core,iadl_item,r5mealsa,r5mealsa: w5 R Some difficulty-Preparing hot meals
MHAS,core,iadl_item,r5meds,r5meds: w5 R Difficulty-Taking medications
MHAS,core,iadl_item,r5medsa,r5medsa: w5 R Some difficulty-Taking medications
MHAS,core,iadl_item,r5money,r5money: w5 R Difficulty-Managing money
MHAS,core,iadl_item,r5moneya,r5moneya: w5 R Some difficulty-Managing money
MHAS,core,iadl_item,r5shop,r5shop: w5 R Difficulty-Shopping for groceries
MHAS,core,iadl_item,r5shopa,r5shopa: w5 R Some difficulty-Shopping for groceries
MHAS,core,iadl_item,r6meals,r6meals: w6 R Difficulty-Preparing hot meals
MHAS,core,iadl_item,r6mealsa,r6mealsa: w6 R Some difficulty-Preparing hot meals
MHAS,core,iadl_item,r6meds,r6meds: w6 R Difficulty-Taking medications
MHAS,core,iadl_item,r6medsa,r6medsa: w6 R Some difficulty-Taking medications
MHAS,core,iadl_item,r6money,r6money: w6 R Difficulty-Managing money
MHAS,core,iadl_item,r6moneya,r6moneya: w6 R Some difficulty-Managing money
MHAS,core,iadl_item,r6shop,r6shop: w6 R Difficulty-Shopping for groceries
MHAS,core,iadl_item,r6shopa,r6shopa: w6 R Some difficulty-Shopping for groceries
MHAS,core,iadl_item,s1meals,s1meals: w1 S Difficulty-Preparing hot meals
MHAS,core,iadl_item,s1mealsa,s1mealsa: w1 S Some difficulty-Preparing hot meals
MHAS,core,iadl_item,s1meds,s1meds: w1 S Difficulty-Taking medications
MHAS,core,iadl_item,s1medsa,s1medsa: w1 S Some difficulty-Taking medications
MHAS,core,iadl_item,s1money,s1money: w1 S Difficulty-Managing money
MHAS,core,iadl_item,s1moneya,s1moneya: w1 S Some difficulty-Managing money
MHAS,core,iadl_item,s1shop,s1shop: w1 S Difficulty-Shopping for groceries
MHAS,core,iadl_item,s1shopa,s1shopa: w1 S Some difficulty-Shopping for groceries
MHAS,core,iadl_item,s2meals,s2meals: w2 S Difficulty-Preparing hot meals
MHAS,core,iadl_item,s2mealsa,s2mealsa: w2 S Some difficulty-Preparing hot meals
MHAS,core,iadl_item,s2meds,s2meds: w2 S Difficulty-Taking medications
MHAS,core,iadl_item,s2medsa,s2medsa: w2 S Some difficulty-Taking medications
MHAS,core,iadl_item,s2money,s2money: w2 S Difficulty-Managing money
MHAS,core,iadl_item,s2moneya,s2moneya: w2 S Some difficulty-Managing money
MHAS,core,iadl_item,s2shop,s2shop: w2 S Difficulty-Shopping for groceries
MHAS,core,iadl_item,s2shopa,s2shopa: w2 S Some difficulty-Shopping for groceries
MHAS,core,iadl_item,s3meals,s3meals: w3 S Difficulty-Preparing hot meals
MHAS,core,iadl_item,s3mealsa,s3mealsa: w3 S Some difficulty-Preparing hot meals
MHAS,core,iadl_item,s3meds,s3meds: w3 S Difficulty-Taking medications
MHAS,core,iadl_item,s3medsa,s3medsa: w3 S Some difficulty-Taking medications
MHAS,core,iadl_item,s3money,s3money: w3 S Difficulty-Managing money
MHAS,core,iadl_item,s3moneya,s3moneya: w3 S Some difficulty-Managing money
MHAS,core,iadl_item,s3shop,s3shop: w3 S Difficulty-Shopping for groceries
MHAS,core,iadl_item,s3shopa,s3shopa: w3 S Some difficulty-Shopping for groceries
MHAS,core,iadl_item,s4meals,s4meals: w4 S Difficulty-Preparing hot meals
MHAS,core,iadl_item,s4mealsa,s4mealsa: w4 S Some difficulty-Preparing hot meals
MHAS,core,iadl_item,s4meds,s4meds: w4 S Difficulty-Taking medications
MHAS,core,iadl_item,s4medsa,s4medsa: w4 S Some difficulty-Taking medications
MHAS,core,iadl_item,s4money,s4money: w4 S Difficulty-Managing money
MHAS,core,iadl_item,s4moneya,s4moneya: w4 S Some difficulty-Managing money
MHAS,core,iadl_item,s4shop,s4shop: w4 S Difficulty-Shopping for groceries
MHAS,core,iadl_item,s4shopa,s4shopa: w4 S Some difficulty-Shopping for groceries
MHAS,core,iadl_item,s5meals,s5meals: w5 S Difficulty-Preparing hot meals
MHAS,core,iadl_item,s5mealsa,s5mealsa: w5 S Some difficulty-Preparing hot meals
MHAS,core,iadl_item,s5meds,s5meds: w5 S Difficulty-Taking medications
MHAS,core,iadl_item,s5medsa,s5medsa: w5 S Some difficulty-Taking medications
MHAS,core,iadl_item,s5money,s5money: w5 S Difficulty-Managing money
MHAS,core,iadl_item,s5moneya,s5moneya: w5 S Some difficulty-Managing money
MHAS,core,iadl_item,s5shop,s5shop: w5 S Difficulty-Shopping for groceries
MHAS,core,iadl_item,s5shopa,s5shopa: w5 S Some difficulty-Shopping for groceries
MHAS,core,iadl_item,s6meals,s6meals: w6 S Difficulty-Preparing hot meals
MHAS,core,iadl_item,s6mealsa,s6mealsa: w6 S Some difficulty-Preparing hot meals
MHAS,core,iadl_item,s6meds,s6meds: w6 S Difficulty-Taking medications
MHAS,core,iadl_item,s6medsa,s6medsa: w6 S Some difficulty-Taking medications
MHAS,core,iadl_item,s6money,s6money: w6 S Difficulty-Managing money
MHAS,core,iadl_item,s6moneya,s6moneya: w6 S Some difficulty-Managing money
MHAS,core,iadl_item,s6shop,s6shop: w6 S Difficulty-Shopping for groceries
MHAS,core,iadl_item,s6shopa,s6shopa: w6 S Some difficulty-Shopping for groceries
MHAS,core,in_wave,inw1,inw1: w1 Response Indicator
MHAS,core,in_wave,inw2,inw2: w2 Response Indicator
MHAS,core,in_wave,inw3,inw3: w3 Response Indicator
MHAS,core,in_wave,inw4,inw4: w4 Response Indicator
MHAS,core,in_wave,inw5,inw5: w5 Response Indicator
MHAS,core,in_wave,inw6,inw6: w6 Response Indicator
MHAS,core,interview_status,r1iwstat,r1iwstat: w1 R Interview Status
MHAS,core,interview_status,r2iwstat,r2iwstat: w2 R Interview Status
MHAS,core,interview_status,r3iwstat,r3iwstat: w3 R Interview Status
MHAS,core,interview_status,r4iwstat,r4iwstat: w4 R Interview Status
MHAS,core,interview_status,r5iwstat,r5iwstat: w5 R Interview Status
MHAS,core,interview_status,r6iwstat,r6iwstat: w6 R Interview Status
MHAS,core,interview_status,s1iwstat,s1iwstat: w1 S Interview Status
MHAS,core,interview_status,s2iwstat,s2iwstat: w2 S Interview Status
MHAS,core,interview_status,s3iwstat,s3iwstat: w3 S Interview Status
MHAS,core,interview_status,s4iwstat,s4iwstat: w4 S Interview Status
MHAS,core,interview_status,s5iwstat,s5iwstat: w5 S Interview Status
MHAS,core,interview_status,s6iwstat,s6iwstat: w6 S Interview Status
MHAS,core,interview_time,r1iwf,r1iwf: w1 R Interview Date Flag
MHAS,core,interview_time,r1iwm,r1iwm: w1 R Interview Month
MHAS,core,interview_time,r1iwy,r1iwy: w1 R Interview Year
MHAS,core,interview_time,r2iwf,r2iwf: w1 R Interview Date Flag
MHAS,core,interview_time,r2iwm,r2iwm: w2 R Interview Month
MHAS,core,interview_time,r2iwy,r2iwy: w2 R Interview Year
MHAS,core,interview_time,r3iwf,r3iwf: w3 R Interview Date Flag
MHAS,core,interview_time,r3iwm,r3iwm: w3 R Interview Month
MHAS,core,interview_time,r3iwy,r3iwy: w3 R Interview Year
MHAS,core,interview_time,r4iwf,r4iwf: w4 R Interview Date Flag
MHAS,core,interview_time,r4iwm,r4iwm: w4 R Interview Month
MHAS,core,interview_time,r4iwy,r4iwy: w4 R Interview Year
MHAS,core,interview_time,r5iwf,r5iwf: w5 R Interview Date Flag
MHAS,core,interview_time,r5iwm,r5iwm: w5 R Interview Month
MHAS,core,interview_time,r5iwy,r5iwy: w5 R Interview Year
MHAS,core,interview_time,r6iwf,r6iwf: w6 R Interview Date Flag
MHAS,core,interview_time,r6iwm,r6iwm: w6 R Interview Month
MHAS,core,interview_time,r6iwy,r6iwy: w6 R Interview Year
MHAS,core,interview_time,s1iwf,s1iwf: w1 S Interview Date Flag
MHAS,core,interview_time,s1iwm,s1iwm: w1 S Interview Month
MHAS,core,interview_time,s1iwy,s1iwy: w1 S Interview Year
MHAS,core,interview_time,s2iwf,s2iwf: w2 S Interview Date Flag
MHAS,core,interview_time,s2iwm,s2iwm: w2 S Interview Month
MHAS,core,interview_time,s2iwy,s2iwy: w2 S Interview Year
MHAS,core,interview_time,s3iwf,s3iwf: w3 S Interview Date Flag
MHAS,core,interview_time,s3iwm,s3iwm: w3 S Interview Month
MHAS,core,interview_time,s3iwy,s3iwy: w3 S Interview Year
MHAS,core,interview_time,s4iwf,s4iwf: w4 S Interview Date Flag
MHAS,core,interview_time,s4iwm,s4iwm: w4 S Interview Month
MHAS,core,interview_time,s4iwy,s4iwy: w4 S Interview Year
MHAS,core,interview_time,s5iwf,s5iwf: w5 S Interview Date Flag
MHAS,core,interview_time,s5iwm,s5iwm: w5 S Interview Month
MHAS,core,interview_time,s5iwy,s5iwy: w5 S Interview Year
MHAS,core,interview_time,s6iwf,s6iwf: w6 S Interview Date Flag
MHAS,core,interview_time,s6iwm,s6iwm: w6 S Interview Month
MHAS,core,interview_time,s6iwy,s6iwy: w6 S Interview Year
MHAS,core,person_id,rahhidnp,RAHHIDNP: Unique Person Identifier (HH ID + Person Number)/ 7-Char
MHAS,core,proxy,r1proxy,r1proxy: w1 R Whether Proxy Interview
MHAS,core,proxy,r2proxy,r2proxy: w3 R Whether Proxy Interview
MHAS,core,proxy,r3proxy,r3proxy: w3 R Whether Proxy Interview
MHAS,core,proxy,r4proxy,r4proxy: w4 R Whether Proxy Interview
MHAS,core,proxy,r5proxy,r5proxy: w5 R Whether Proxy Interview
MHAS,core,proxy,r6proxy,r6proxy: w6 R Whether Proxy Interview
MHAS,core,proxy,s1proxy,s1proxy: w1 S Whether Proxy Interview
MHAS,core,proxy,s2proxy,s2proxy: w2 S Whether Proxy Interview
MHAS,core,proxy,s3proxy,s3proxy: w3 S Whether Proxy Interview
MHAS,core,proxy,s4proxy,s4proxy: w4 S Whether Proxy Interview
MHAS,core,proxy,s5proxy,s5proxy: w5 S Whether Proxy Interview
MHAS,core,proxy,s6proxy,s6proxy: w6 S Whether Proxy Interview
MHAS,core,respondent_weight,r1wtresp,r1wtresp: w1 R Person-Level Analysis Weight
MHAS,core,respondent_weight,r2wtresp,r2wtresp: w2 R Person-Level Analysis Weight
MHAS,core,respondent_weight,r3wtresp,r3wtresp: w3 R Person-Level Analysis Weight
MHAS,core,respondent_weight,r4wtresp,r4wtresp: w4 R Person-Level Analysis Weight
MHAS,core,respondent_weight,r5wtresp,r5wtresp: w5 R Person-Level Analysis Weight
MHAS,core,respondent_weight,r6wtresp,r6wtresp: w6 R Person-Level Analysis Weight
MHAS,core,sex,ragender,ragender: R Gender
